poiId:8643068, uid:2434205, operation:WRITE
poiId:7604225, uid:2434205, operation:WRITE
poiId:7593926, uid:2434205, operation:WRITE
poiId:7593926, uid:2434205, operation:WRITE
poiId:7593735, uid:2434205, operation:WRITE
poiId:7536506, uid:2434205, operation:WRITE
poiId:7523999, uid:2434205, operation:WRITE
poiId:7466418, uid:2434205, operation:WRITE
poiId:7435104, uid:2434205, operation:WRIT
poiId:7339515, uid:2434205, operation:WRITE
poiId:7304878, uid:2434205, operation:WRITE
poiId:7242620, uid:2434205, operation:WRITE
poiId:7180425, uid:2434205, operation:WRITE
poiId:7169711, uid:2434205, operation:WRITE
poiId:7161942, uid:2434205, operation:WRITE
poiId:7135809, uid:2434205, operation:WRITE
poiId:7092516, uid:2434205, operation:WRITE
poiId:7026098, uid:2434205, operation:WRITE
poiId:6869995, uid:2434205, operation:WRITE
poiId:6786608, uid:2434205, operation:WRITE
poiId:6725261, uid:2434205, operation:WRITE
poiId:6725261, uid:2434205, operation:WRITE
poiId:6613002, uid:2434205, operation:WRITE
poiId:6566702, uid:2434205, operation:WRITE
poiId:6497231, uid:2434205, operation:WRITE
poiId:6479474, uid:2434205, operation:WRITE
poiId:6464819, uid:2434205, operation:WRITE
poiId:6454832, uid:2434205, operation:WRITE
poiId:6129893, uid:2434205, operation:WRITE
poiId:6129062, uid:2434205, operation:WRITE
poiId:6057948, uid:2434205, operation:WRITE
poiId:5946909, uid:2434205, operation:WRITE
poiId:5816849, uid:2434205, operation:WRITE
poiId:5807525, uid:2434205, operation:WRITE
poiId:5781147, uid:2434205, operation:WRITE
poiId:5769130, uid:2434205, operation:WRITE
poiId:5769130, uid:2434205, operation:WRITE
poiId:5581270, uid:2434205, operation:WRITE
poiId:5554800, uid:2434205, operation:WRITE
poiId:5281640, uid:2434205, operation:WRITE
poiId:5116543, uid:2434205, operation:WRITE
poiId:5091391, uid:2434205, operation:WRITE
poiId:4958937, uid:2434205, operation:WRITE
poiId:4958937, uid:2434205, operation:WRITE
poiId:4956786, uid:2434205, operation:WRITE
poiId:4910107, uid:2434205, operation:WRITE
poiId:4903181, uid:2434205, operation:WRITE
poiId:4845033, uid:2434205, operation:WRITE
poiId:4679259, uid:2434205, operation:WRITE
poiId:4634413, uid:2434205, operation:WRITE
poiId:4520278, uid:2434205, operation:WRITE
poiId:4488880, uid:2434205, operation:WRITE
poiId:4428215, uid:2434205, operation:WRITE
poiId:4351366, uid:2434205, operation:WRITE
poiId:4345720, uid:2434205, operation:WRITE
poiId:4304991, uid:2434205, operation:WRITE
poiId:4300010, uid:2434205, operation:WRITE
poiId:4281452, uid:2434205, operation:WRITE
poiId:4274876, uid:2434205, operation:WRITE
poiId:4235164, uid:2434205, operation:WRITE
poiId:4120496, uid:2434205, operation:WRITE
poiId:3986502, uid:2434205, operation:WRITE
poiId:3826865, uid:2434205, operation:WRITE
poiId:3776678, uid:2434205, operation:WRITE
poiId:3772254, uid:2434205, operation:WRITE
poiId:3367560, uid:2434205, operation:WRITE
poiId:3291577, uid:2434205, operation:WRITE
poiId:3124398, uid:2434205, operation:WRITE
poiId:3115619, uid:2434205, operation:WRITE
poiId:3013851, uid:2434205, operation:WRITE
poiId:3013851, uid:2434205, operation:WRITE
poiId:2978142, uid:2434205, operation:WRITE
poiId:2905076, uid:2434205, operation:WRITE
poiId:2887625, uid:2434205, operation:WRITE
poiId:2764300, uid:2434205, operation:WRIT
poiId:2398748, uid:2434205, operation:WRITE
poiId:2324591, uid:2434205, operation:WRITE
poiId:2323497, uid:2434205, operation:WRITE
poiId:2309175, uid:2434205, operation:WRITE
poiId:2291412, uid:2434205, operation:WRITE
poiId:2279544, uid:2434205, operation:WRITE
poiId:2244109, uid:2434205, operation:WRITE
poiId:2219469, uid:2434205, operation:WRITE
poiId:2219469, uid:2434205, operation:WRI
poiId:2102405, uid:2434205, operation:WRITE
poiId:1891461, uid:2434205, operation:WRITE
poiId:1699689, uid:2434205, operation:WRITE
poiId:1677466, uid:2434205, operation:WRITE
poiId:1482459, uid:2434205, operation:WRITE
poiId:1455087, uid:2434205, operation:WRITE
poiId:1453827, uid:2434205, operation:WRITE
poiId:1403131, uid:2434205, operation:WRITE
poiId:1395522, uid:2434205, operation:WRITE
poiId:1388183, uid:2434205, operation:WRITE
poiId:1233348, uid:2434205, operation:WRITE
poiId:1099903, uid:2434205, operation:WRITE
poiId:1085695, uid:2434205, operation:WRITE
poiId:1044775, uid:2434205, operation:WRITE
poiId:1020293, uid:2434205, operation:WRITE
poiId:4316458, uid:2434205, operation:WRITE
poiId:8623855, uid:2434205, operation:WRITE
poiId:8602671, uid:2434205, operation:WRITE
poiId:8602671, uid:2434205, operation:WRITE
poiId:8522261, uid:2434205, operation:WRITE
poiId:8491193, uid:2434205, operation:WRITE
poiId:8487833, uid:2434205, operation:WRITE
poiId:8453695, uid:2434205, operation:WRITE
poiId:8438194, uid:2434205, operation:WRITE
poiId:8438164, uid:2434205, operation:WRITE
poiId:8418609, uid:2434205, operation:WRITE
poiId:8399254, uid:2434205, operation:WRITE
poiId:8393078, uid:2434205, operation:WRITE
poiId:8364440, uid:2434205, operation:WRITE
poiId:8344685, uid:2434205, operation:WRITE
poiId:8279479, uid:2434205, operation:WRITE
poiId:8276533, uid:2434205, operation:WRITE
poiId:8266219, uid:2434205, operation:WRITE
poiId:8258963, uid:2434205, operation:WRITE
poiId:8211692, uid:2434205, operation:WRITE
poiId:8187344, uid:2434205, operation:WRITE
poiId:8182929, uid:2434205, operation:WRITE
poiId:8137915, uid:2434205, operation:WRITE
poiId:8132506, uid:2434205, operation:WRITE
poiId:8118841, uid:2434205, operation:WRITE
poiId:8082218, uid:2434205, operation:WRITE
poiId:8063465, uid:2434205, operation:WRITE
poiId:8000332, uid:2434205, operation:WRITE
poiId:7997146, uid:2434205, operation:WRITE
poiId:7935568, uid:2434205, operation:WRITE
poiId:7909888, uid:2434205, operation:WRITE
poiId:7864054, uid:2434205, operation:WRITE
poiId:7863724, uid:2434205, operation:WRITE
poiId:7859318, uid:2434205, operation:WRITE
poiId:7839329, uid:2434205, operation:WRITE
poiId:7822246, uid:2434205, operation:WRITE
poiId:7771896, uid:2434205, operation:WRITE
poiId:7749407, uid:2434205, operation:WRITE
poiId:7739230, uid:2434205, operation:WRITE
poiId:7729407, uid:2434205, operation:WRITE
poiId:7724210, uid:2434205, operation:WRITE
poiId:7722956, uid:2434205, operation:WRITE
poiId:7703369, uid:2434205, operation:WRITE
poiId:7684185, uid:2434205, operation:WRITE
poiId:7668082, uid:2434205, operation:WRITE
poiId:7649551, uid:2434205, operation:WRITE
poiId:7617800, uid:2434205, operation:WRITE
poiId:7617800, uid:2434205, operation:WRITE
poiId:7593735, uid:2434205, operation:WRITE
poiId:7546607, uid:2434205, operation:WRITE
poiId:7536506, uid:2434205, operation:WRITE
poiId:7511248, uid:2434205, operation:WRITE
poiId:7493192, uid:2434205, operation:WRITE
poiId:7486666, uid:2434205, operation:WRITE
poiId:7462651, uid:2434205, operation:WRITE
poiId:7407393, uid:2434205, operation:WRITE
poiId:7406286, uid:2434205, operation:WRITE
poiId:7404741, uid:2434205, operation:WRITE
poiId:7390857, uid:2434205, operation:WRITE
poiId:7343516, uid:2434205, operation:WRITE
poiId:7339515, uid:2434205, operation:WRITE
poiId:7334930, uid:2434205, operation:WRITE
poiId:7169711, uid:2434205, operation:WRITE
poiId:7144700, uid:2434205, operation:WRITE
poiId:7067667, uid:2434205, operation:WRITE
poiId:6560455, uid:2434205, operation:WRITE
poiId:6556201, uid:2434205, operation:WRIT
poiId:6492003, uid:2434205, operation:WRITE
poiId:6473564, uid:2434205, operation:WRITE
poiId:6306231, uid:2434205, operation:WRITE
poiId:6296584, uid:2434205, operation:WRITE
poiId:6180998, uid:2434205, operation:WRITE
poiId:6119881, uid:2434205, operation:WRITE
poiId:6064948, uid:2434205, operation:WRITE
poiId:6056179, uid:2434205, operation:WRITE
poiId:5891175, uid:2434205, operation:WRITE
poiId:5822089, uid:2434205, operation:WRITE
poiId:5791532, uid:2434205, operation:WRITE
poiId:5737304, uid:2434205, operation:WRITE
poiId:5733850, uid:2434205, operation:WRITE
poiId:5727833, uid:2434205, operation:WRITE
poiId:5691906, uid:2434205, operation:WRITE
poiId:5449430, uid:2434205, operation:WRITE
poiId:5430028, uid:2434205, operation:WRITE
poiId:5366480, uid:2434205, operation:WRITE
poiId:5275245, uid:2434205, operation:WRITE
poiId:5127477, uid:2434205, operation:WRITE
poiId:5090362, uid:2434205, operation:WRIT
poiId:5043206, uid:2434205, operation:WRITE
poiId:4976602, uid:2434205, operation:WRITE
poiId:4948447, uid:2434205, operation:WRITE
poiId:4837849, uid:2434205, operation:WRITE
poiId:4726723, uid:2434205, operation:WRITE
poiId:4683625, uid:2434205, operation:WRITE
poiId:4683625, uid:2434205, operation:WRITE
poiId:4679076, uid:2434205, operation:WRITE
poiId:4634413, uid:2434205, operation:WRITE
poiId:4395146, uid:2434205, operation:WRITE
poiId:4393895, uid:2434205, operation:WRITE
poiId:4345720, uid:2434205, operation:WRITE
poiId:4335462, uid:2434205, operation:WRITE
poiId:3842310, uid:2434205, operation:WRITE
poiId:3630580, uid:2434205, operation:WRITE
poiId:3465243, uid:2434205, operation:WRITE
poiId:3371791, uid:2434205, operation:WRITE
poiId:3291577, uid:2434205, operation:WRITE
poiId:3277956, uid:2434205, operation:WRITE
poiId:3170482, uid:2434205, operation:WRITE
poiId:3124398, uid:2434205, operation:WRITE
poiId:3122333, uid:2434205, operation:WRITE
poiId:3115625, uid:2434205, operation:WRITE
poiId:3025242, uid:2434205, operation:WRITE
poiId:2904590, uid:2434205, operation:WRITE
poiId:2689142, uid:2434205, operation:WRITE
poiId:2613297, uid:2434205, operation:WRITE
poiId:2565025, uid:2434205, operation:WRITE
poiId:2406660, uid:2434205, operation:WRITE
poiId:2398348, uid:2434205, operation:WRITE
poiId:2297838, uid:2434205, operation:WRITE
poiId:2295808, uid:2434205, operation:WRITE
poiId:2146817, uid:2434205, operation:WRITE
poiId:2101573, uid:2434205, operation:WRITE
poiId:1995076, uid:2434205, operation:WRITE
poiId:1968411, uid:2434205, operation:WRITE
poiId:1841953, uid:2434205, operation:WRITE
poiId:1676121, uid:2434205, operation:WRITE
poiId:1620660, uid:2434205, operation:WRITE
poiId:1450726, uid:2434205, operation:WRITE
poiId:1426768, uid:2434205, operation:WRITE
poiId:1388907, uid:2434205, operation:WRITE
poiId:1362233, uid:2434205, operation:WRITE
poiId:1324880, uid:2434205, operation:WRITE
poiId:1292450, uid:2434205, operation:WRITE
poiId:1275223, uid:2434205, operation:WRITE
poiId:1225703, uid:2434205, operation:WRITE
poiId:1191588, uid:2434205, operation:WRITE
poiId:1167421, uid:2434205, operation:WRITE
poiId:1107111, uid:2434205, operation:WRITE
poiId:1102907, uid:2434205, operation:WRITE
poiId:1096436, uid:2434205, operation:WRITE
poiId:1085695, uid:2434205, operation:WRITE
poiId:1057478, uid:2434205, operation:WRITE
poiId:1051346, uid:2434205, operation:WRITE
poiId:1051192, uid:2434205, operation:WRITE
poiId:1033605, uid:2434205, operation:WRITE
poiId:1020969, uid:2434205, operation:WRITE
poiId:1007017, uid:2434205, operation:WRI 
poiId:943621, uid:2434205, operation:WRITE 
poiId:641621, uid:2434205, operation:WRITE
poiId:641620, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:8593095, uid:2434205, operation:WRITE
poiId:8549364, uid:2434205, operation:WRITE
poiId:8502884, uid:2434205, operation:WRITE
poiId:8501675, uid:2434205, operation:WRITE
poiId:8485363, uid:2434205, operation:WRITE
poiId:8452094, uid:2434205, operation:WRITE
poiId:8344166, uid:2434205, operation:WRITE
poiId:8340829, uid:2434205, operation:WRITE
poiId:8295827, uid:2434205, operation:WRITE
poiId:8295827, uid:2434205, operation:WRITE
poiId:8293886, uid:2434205, operation:WRITE
poiId:8259231, uid:2434205, operation:WRITE
poiId:8258963, uid:2434205, operation:WRITE
poiId:8258324, uid:2434205, operation:WRITE
poiId:8227062, uid:2434205, operation:WRITE
poiId:8197489, uid:2434205, operation:WRITE
poiId:8192622, uid:2434205, operation:WRITE
poiId:8143454, uid:2434205, operation:WRITE
poiId:8137915, uid:2434205, operation:WRITE
poiId:8111414, uid:2434205, operation:WRITE
poiId:8018939, uid:2434205, operation:WRITE
poiId:7997034, uid:2434205, operation:WRITE
poiId:7982272, uid:2434205, operation:WRITE
poiId:7956880, uid:2434205, operation:WRITE
poiId:7947807, uid:2434205, operation:WRITE
poiId:7911363, uid:2434205, operation:WRITE
poiId:7909162, uid:2434205, operation:WRITE
poiId:7896925, uid:2434205, operation:WRITE
poiId:7896925, uid:2434205, operation:WRITE
poiId:7846938, uid:2434205, operation:WRITE
poiId:7843076, uid:2434205, operation:WRITE
poiId:7813709, uid:2434205, operation:WRITE
poiId:7812030, uid:2434205, operation:WRITE
poiId:7752770, uid:2434205, operation:WRITE
poiId:7553229, uid:2434205, operation:WRITE
poiId:7538534, uid:2434205, operation:WRITE
poiId:7536280, uid:2434205, operation:WRITE
poiId:7525446, uid:2434205, operation:WRITE
poiId:7502113, uid:2434205, operation:WRITE
poiId:7463608, uid:2434205, operation:WRITE
poiId:7459726, uid:2434205, operation:WRITE
poiId:7435104, uid:2434205, operation:WRITE
poiId:7429713, uid:2434205, operation:WRIT
poiId:7428578, uid:2434205, operation:WRITE
poiId:7407216, uid:2434205, operation:WRITE
poiId:7407216, uid:2434205, operation:WRITE
poiId:7356720, uid:2434205, operation:WRITE
poiId:7335988, uid:2434205, operation:WRITE
poiId:7319799, uid:2434205, operation:WRITE
poiId:7304878, uid:2434205, operation:WRITE
poiId:7242689, uid:2434205, operation:WRITE
poiId:7136491, uid:2434205, operation:WRITE
poiId:7067667, uid:2434205, operation:WRITE
poiId:7055067, uid:2434205, operation:WRITE
poiId:7033753, uid:2434205, operation:WRITE
poiId:6959791, uid:2434205, operation:WRITE
poiId:6943060, uid:2434205, operation:WRIT
EpoiId:6931145, uid:2434205, operation:WRITE
poiId:6730121, uid:2434205, operation:WRITE
poiId:6672699, uid:2434205, operation:WRITE
poiId:6466800, uid:2434205, operation:WRITE
poiId:6433590, uid:2434205, operation:WRITE
poiId:6345444, uid:2434205, operation:WRITE
poiId:6291090, uid:2434205, operation:WRITE
poiId:6129893, uid:2434205, operation:WRITE
poiId:6119881, uid:2434205, operation:WRITE
poiId:5971660, uid:2434205, operation:WRITE
poiId:5944374, uid:2434205, operation:WRIT
poiId:5944374, uid:2434205, operation:WRITE
poiId:5919250, uid:2434205, operation:WRITE
poiId:5797929, uid:2434205, operation:WRITE
poiId:5768733, uid:2434205, operation:WRITE
poiId:5768733, uid:2434205, operation:WRITE
poiId:5415511, uid:2434205, operation:WRITE
poiId:4861245, uid:2434205, operation:WRITE
poiId:4776595, uid:2434205, operation:WRITE
poiId:4675623, uid:2434205, operation:WRITE
poiId:4599460, uid:2434205, operation:WRITE
poiId:4555041, uid:2434205, operation:WRITE
poiId:4467160, uid:2434205, operation:WRITE
poiId:4428215, uid:2434205, operation:WRITE
poiId:4363551, uid:2434205, operation:WRITE
poiId:4134825, uid:2434205, operation:WRITE
poiId:4091126, uid:2434205, operation:WRITE
poiId:3912423, uid:2434205, operation:WRITE
poiId:3772254, uid:2434205, operation:WRITE
poiId:3509925, uid:2434205, operation:WRITE
poiId:3465243, uid:2434205, operation:WRITE
poiId:3431840, uid:2434205, operation:WRITE
poiId:3285699, uid:2434205, operation:WRITE
poiId:3285699, uid:2434205, operation:WRITE
poiId:3174226, uid:2434205, operation:WRITE
poiId:3173066, uid:2434205, operation:WRIT
poiId:2957602, uid:2434205, operation:WRITE
poiId:2900893, uid:2434205, operation:WRITE
poiId:2774836, uid:2434205, operation:WRITE
poiId:2772351, uid:2434205, operation:WRITE
poiId:2710886, uid:2434205, operation:WRIT
poiId:2689427, uid:2434205, operation:WRITE
poiId:2604455, uid:2434205, operation:WRITE
poiId:2553564, uid:2434205, operation:WRITE
poiId:2492080, uid:2434205, operation:WRITE
poiId:2406660, uid:2434205, operation:WRITE
poiId:1997900, uid:2434205, operation:WRITE
poiId:1968411, uid:2434205, operation:WRITE
poiId:1841810, uid:2434205, operation:WRITE
poiId:1826791, uid:2434205, operation:WRITE
poiId:1809707, uid:2434205, operation:WRITE
poiId:1732595, uid:2434205, operation:WRITE
poiId:1453854, uid:2434205, operation:WRITE
poiId:1446694, uid:2434205, operation:WRI
poiId:1402752, uid:2434205, operation:WRITE
poiId:1362233, uid:2434205, operation:WRITE
poiId:1358997, uid:2434205, operation:WRITE
poiId:1323242, uid:2434205, operation:WRITE
poiId:1230711, uid:2434205, operation:WRITE
poiId:1225883, uid:2434205, operation:WRITE
poiId:1107111, uid:2434205, operation:WRITE
poiId:1071529, uid:2434205, operation:WRITE
poiId:1007017, uid:2434205, operation:WRITE 
poiId:964778, uid:2434205, operation:WRITE 
poiId:959937, uid:2434205, operation:WRITE
poiId:921472, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:8628119, uid:2434205, operation:WRITE
poiId:8602465, uid:2434205, operation:WRITE
poiId:8535602, uid:2434205, operation:WRITE
poiId:8518978, uid:2434205, operation:WRITE
poiId:8514420, uid:2434205, operation:WRITE
poiId:8514236, uid:2434205, operation:WRITE
poiId:8453695, uid:2434205, operation:WRITE
poiId:8438410, uid:2434205, operation:WRITE
poiId:8421904, uid:2434205, operation:WRITE
poiId:8421904, uid:2434205, operation:WRITE
poiId:8305085, uid:2434205, operation:WRITE
poiId:8293886, uid:2434205, operation:WRITE
poiId:8252905, uid:2434205, operation:WRITE
poiId:8232785, uid:2434205, operation:WRITE
poiId:8197489, uid:2434205, operation:WRITE
poiId:8187344, uid:2434205, operation:WRITE
poiId:8173862, uid:2434205, operation:WRITE
poiId:8158524, uid:2434205, operation:WRITE
poiId:8143488, uid:2434205, operation:WRITE
poiId:8121492, uid:2434205, operation:WRITE
poiId:8086627, uid:2434205, operation:WRITE
poiId:8044837, uid:2434205, operation:WRITE
poiId:8034127, uid:2434205, operation:WRITE
poiId:8018939, uid:2434205, operation:WRITE
poiId:8000445, uid:2434205, operation:WRITE
poiId:8000332, uid:2434205, operation:WRITE
poiId:7997146, uid:2434205, operation:WRITE
poiId:7988232, uid:2434205, operation:WRITE
poiId:7984724, uid:2434205, operation:WRITE
poiId:7948419, uid:2434205, operation:WRITE
poiId:7891198, uid:2434205, operation:WRITE
poiId:7863390, uid:2434205, operation:WRITE
poiId:7752770, uid:2434205, operation:WRITE
poiId:7711972, uid:2434205, operation:WRITE
poiId:7703369, uid:2434205, operation:WRITE
poiId:7649551, uid:2434205, operation:WRITE
poiId:7582097, uid:2434205, operation:WRITE
poiId:7511248, uid:2434205, operation:WRITE
poiId:7406286, uid:2434205, operation:WRITE
poiId:7368267, uid:2434205, operation:WRITE
poiId:7356720, uid:2434205, operation:WRITE
poiId:7334930, uid:2434205, operation:WRITE
poiId:7309921, uid:2434205, operation:WRITE
poiId:7301941, uid:2434205, operation:WRITE
poiId:7280452, uid:2434205, operation:WRITE
poiId:7242689, uid:2434205, operation:WRITE
poiId:7210480, uid:2434205, operation:WRITE
poiId:7135778, uid:2434205, operation:WRITE
poiId:7092516, uid:2434205, operation:WRITE
poiId:7033753, uid:2434205, operation:WRITE
poiId:6860268, uid:2434205, operation:WRITE
poiId:6835219, uid:2434205, operation:WRITE
poiId:6825906, uid:2434205, operation:WRITE
poiId:6790168, uid:2434205, operation:WRITE
poiId:6786912, uid:2434205, operation:WRITE
poiId:6782645, uid:2434205, operation:WRITE
poiId:6754489, uid:2434205, operation:WRITE
poiId:6672298, uid:2434205, operation:WRITE
poiId:6471149, uid:2434205, operation:WRITE
poiId:6433590, uid:2434205, operation:WRITE
poiId:6398195, uid:2434205, operation:WRITE
poiId:6368153, uid:2434205, operation:WRITE
poiId:6365648, uid:2434205, operation:WRITE
poiId:6365648, uid:2434205, operation:WRITE
poiId:6345444, uid:2434205, operation:WRITE
poiId:6306231, uid:2434205, operation:WRITE
poiId:6154040, uid:2434205, operation:WRITE
poiId:5935493, uid:2434205, operation:WRITE
poiId:5919250, uid:2434205, operation:WRITE
poiId:5737304, uid:2434205, operation:WRITE
poiId:5623607, uid:2434205, operation:WRITE
poiId:5528316, uid:2434205, operation:WRITE
poiId:5336545, uid:2434205, operation:WRITE
poiId:5281640, uid:2434205, operation:WRITE
poiId:5275245, uid:2434205, operation:WRITE
poiId:4912073, uid:2434205, operation:WRITE
poiId:4910107, uid:2434205, operation:WRITE
poiId:4845033, uid:2434205, operation:WRITE
poiId:4752546, uid:2434205, operation:WRITE
poiId:4751672, uid:2434205, operation:WRITE
poiId:4715091, uid:2434205, operation:WRITE
poiId:4608446, uid:2434205, operation:WRITE
poiId:4335462, uid:2434205, operation:WRITE
poiId:4304991, uid:2434205, operation:WRITE
poiId:4095214, uid:2434205, operation:WRITE
poiId:4037289, uid:2434205, operation:WRITE
poiId:4037289, uid:2434205, operation:WRITE
poiId:3912423, uid:2434205, operation:WRITE
poiId:3846798, uid:2434205, operation:WRITE
poiId:3773885, uid:2434205, operation:WRITE
poiId:3628085, uid:2434205, operation:WRITE
poiId:3587908, uid:2434205, operation:WRITE
poiId:3571887, uid:2434205, operation:WRITE
poiId:3417602, uid:2434205, operation:WRITE
poiId:3366486, uid:2434205, operation:WRITE
poiId:3346723, uid:2434205, operation:WRITE
poiId:3277956, uid:2434205, operation:WRITE
poiId:3235629, uid:2434205, operation:WRITE
poiId:3232322, uid:2434205, operation:WRITE
poiId:3010169, uid:2434205, operation:WRITE
poiId:2760561, uid:2434205, operation:WRITE
poiId:2679455, uid:2434205, operation:WRITE
poiId:2679455, uid:2434205, operation:WRIT
poiId:2613297, uid:2434205, operation:WRITE
poiId:2612585, uid:2434205, operation:WRITE
poiId:2574145, uid:2434205, operation:WRITE
poiId:2565890, uid:2434205, operation:WRIT
poiId:2324591, uid:2434205, operation:WRITE
poiId:2298206, uid:2434205, operation:WRITE
poiId:2297838, uid:2434205, operation:WRITE
poiId:2294659, uid:2434205, operation:WRITE
poiId:2098019, uid:2434205, operation:WRITE
poiId:2098019, uid:2434205, operation:WRITE
poiId:1971388, uid:2434205, operation:WRITE
poiId:1915159, uid:2434205, operation:WRITE
poiId:1859087, uid:2434205, operation:WRITE
poiId:1841953, uid:2434205, operation:WRITE
poiId:1453854, uid:2434205, operation:WRITE
poiId:1450726, uid:2434205, operation:WRITE
poiId:1438106, uid:2434205, operation:WRITE
poiId:1403131, uid:2434205, operation:WRITE
poiId:1402752, uid:2434205, operation:WRITE
poiId:1267679, uid:2434205, operation:WRITE
poiId:1225703, uid:2434205, operation:WRITE
poiId:1165039, uid:2434205, operation:WRIT
poiId:1033605, uid:2434205, operation:WRITE 
poiId:952890, uid:2434205, operation:WRITE
poiId:4316458, uid:2434205, operation:WRITE
poiId:4316458, uid:2434205, operation:WRITE
poiId:4316458, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE
poiId:7652439, uid:2434205, operation:WRITE 
poiId:653473, uid:2434205, operation:WRITE 
poiId:653473, uid:2434205, operation:WRITE 
poiId:653473, uid:2434205, operation:WRITE
poiId:8643068, uid:2434205, operation:WRITE
poiId:8643068, uid:2434205, operation:WRITE
poiId:8643068, uid:2434205, operation:WRITE
poiId:8549364, uid:2434205, operation:WRITE
poiId:8535601, uid:2434205, operation:WRITE
poiId:8514705, uid:2434205, operation:WRITE
poiId:8514236, uid:2434205, operation:WRITE
poiId:8468188, uid:2434205, operation:WRITE
poiId:8436587, uid:2434205, operation:WRITE
poiId:8417532, uid:2434205, operation:WRITE
poiId:8399254, uid:2434205, operation:WRITE
poiId:8354437, uid:2434205, operation:WRITE
poiId:8354437, uid:2434205, operation:WRIT
poiId:8313190, uid:2434205, operation:WRITE
poiId:8276533, uid:2434205, operation:WRITE
poiId:8263249, uid:2434205, operation:WRITE
poiId:8182929, uid:2434205, operation:WRITE
poiId:8171957, uid:2434205, operation:WRITE
poiId:8163703, uid:2434205, operation:WRITE
poiId:8141425, uid:2434205, operation:WRITE
poiId:8124913, uid:2434205, operation:WRITE
poiId:8095727, uid:2434205, operation:WRI
poiId:8086627, uid:2434205, operation:WRITE
poiId:8082218, uid:2434205, operation:WRITE
poiId:8057606, uid:2434205, operation:WRITE
poiId:7997034, uid:2434205, operation:WRITE
poiId:7964429, uid:2434205, operation:WRITE
poiId:7959734, uid:2434205, operation:WRITE
poiId:7909888, uid:2434205, operation:WRITE
poiId:7863720, uid:2434205, operation:WRITE
poiId:7863390, uid:2434205, operation:WRITE
poiId:7860984, uid:2434205, operation:WRITE
poiId:7812030, uid:2434205, operation:WRITE
poiId:7811974, uid:2434205, operation:WRITE
poiId:7795166, uid:2434205, operation:WRITE
poiId:7749407, uid:2434205, operation:WRITE
poiId:7724210, uid:2434205, operation:WRITE
poiId:7654143, uid:2434205, operation:WRITE
poiId:7582097, uid:2434205, operation:WRITE
poiId:7576343, uid:2434205, operation:WRITE
poiId:7538534, uid:2434205, operation:WRITE
poiId:7525446, uid:2434205, operation:WRITE
poiId:7486806, uid:2434205, operation:WRITE
poiId:7466418, uid:2434205, operation:WRITE
poiId:7428578, uid:2434205, operation:WRITE
poiId:7390857, uid:2434205, operation:WRITE
poiId:7360312, uid:2434205, operation:WRITE
poiId:7343516, uid:2434205, operation:WRITE
poiId:7210480, uid:2434205, operation:WRITE
poiId:7121581, uid:2434205, operation:WRITE
poiId:7117004, uid:2434205, operation:WRITE
poiId:7117004, uid:2434205, operation:WRITE
poiId:7066232, uid:2434205, operation:WRITE
poiId:7023169, uid:2434205, operation:WRITE
poiId:7013657, uid:2434205, operation:WRITE
poiId:6959791, uid:2434205, operation:WRITE
poiId:6947573, uid:2434205, operation:WRITE
poiId:6947573, uid:2434205, operation:WRITE
poiId:6893953, uid:2434205, operation:WRITE
poiId:6893953, uid:2434205, operation:WRITE
poiId:6786608, uid:2434205, operation:WRITE
poiId:6672298, uid:2434205, operation:WRITE
poiId:6583292, uid:2434205, operation:WRITE
poiId:6520525, uid:2434205, operation:WRITE
poiId:6520525, uid:2434205, operation:WRITE
poiId:6515502, uid:2434205, operation:WRITE
poiId:6479474, uid:2434205, operation:WRITE
poiId:6296584, uid:2434205, operation:WRITE
poiId:6082551, uid:2434205, operation:WRITE
poiId:6009523, uid:2434205, operation:WRITE
poiId:5925815, uid:2434205, operation:WRITE
poiId:5816849, uid:2434205, operation:WRITE
poiId:5807525, uid:2434205, operation:WRITE
poiId:5781147, uid:2434205, operation:WRITE
poiId:5577561, uid:2434205, operation:WRITE
poiId:5488579, uid:2434205, operation:WRITE
poiId:5422720, uid:2434205, operation:WRITE
poiId:5422720, uid:2434205, operation:WRITE
poiId:5336545, uid:2434205, operation:WRITE
poiId:5177552, uid:2434205, operation:WRITE
poiId:4903181, uid:2434205, operation:WRITE
poiId:4857543, uid:2434205, operation:WRITE
poiId:4715091, uid:2434205, operation:WRITE
poiId:4672673, uid:2434205, operation:WRITE
poiId:4363551, uid:2434205, operation:WRITE
poiId:4164805, uid:2434205, operation:WRITE
poiId:4164805, uid:2434205, operation:WRITE
poiId:3835678, uid:2434205, operation:WRITE
poiId:3814419, uid:2434205, operation:WRITE
poiId:3776678, uid:2434205, operation:WRITE
poiId:3673347, uid:2434205, operation:WRITE
